char,word
餓,sta`rv
餒,hangger
餘,serple@s
餐,i:t
館,bi'ldi'ng
餞,fe'rwe'l
餛,dampli'ng
餡,bi:n
餵,fi:d
餾,sti:mi'ng
餿,
餽,gi'v
饅,bi:n
饒,e@bande@nt
饑,hangger
饜,bi:
饞,gri:di:
首,ne'k
香,i'nse'ns
馥,perfyu:m
馨,freigre@nt
馬,ho`rs
馮,di'sple'z'er
馭,draivi'ng
馳,ran
馱,ka'ri:
馴,i'kspi'ri:e@nst
駁,re'fyu:teis'e@n
駝,hants'ba'k
駐,re'zi'de@nt
駟,fo`r
駛,ran
駑,slou
駕,vi:hi'ke@l
駒,pouni:
駙,e'kstre@
駭,bi:
駢,tu:
駱,wait
騁,ga'le@p
駿,spi:d
騎,i'kwe'stri:e@n
騖,ga'le@p
騙,di'si:v
騫,e'r
騰,raizi'ng
騷,hera's
驅,i'kspe'l
驃,wait
驀,goui'ng
騾,myu:l
驕,praid
驚,wander
驛,steis'e@n
驗,ve're@fe@keis'e@n
驟,ran
驢,da`ngki:
驥,ta'le@nt
驪,bla'k
骨,ske'le@te@n
骯,derti:
骰,dais
骷,ske'le@te@n
骸,boun
骼,bli:ts't
髏,skal
髒,derti:
髓,me'rou
體,sabste@ns
高,to`l
髦,ba'ngz
髮,he'r
髯,bi'rd
髻,sa'mu'rai
髭,bi'rd
鬃,mein
鬆,lu:s
鬍,bi'rd
鬚,bi'rd
鬢,sideburns
鬥,brouke@n
鬧,kwo`re@l
鬨,fait
鬱,glu:m
鬼,goust
魁,ts'a`rdz'i'ng
魂,soul
魅,fa'se@neis'e@n
魄,soul
魏,hai
魔,wi'ts'
魘,ha'v
鬲,traipa`d
魚,fi's'
魷,kate@lfi's'
魯,fu:li's'
鮑,a'be@louni:
鮮,fre's'
鮫,s'a`rk
鮪,tu:ne@
鯊,goby
鯉,ka`rp
鯽,ka`rp
鯨,weil
鯧,pomfret
鰓,gi'lz
鰍,bu'lhe'd
鰭,fi'n
鰥,wi'douer
鱉,terte@l
鰱,si'lver
鰾,fi's'
鰻,i:l
鱔,i:l
鱗,skeilz
鱖,ma'ndere@n
鱷,kra`ke@dail
鱸,si:
鳥,berd
鳩,pi'dz'e@n
鳴,ts'erp
鳶,fairme@n
鳳,meil
鴆,poize@ne@s
鴉,krou
鴕,ts'aini:z
鴣,pa`rtre@dz'
鴦,fi:meil
鴨,waild
鴒,wagtail
鴛,meil
鴻,la`rdz'
鴿,dav
鵑,kaku:
鵝,gu:s
鵠,swa`n
鶉,kweil
鵡,ka`ke@tu:
鵲,ma'gpai
鵪,kweil
鵬,fi:ni'ks
鶯,naiti'nggeil
鶴,krein
鷂,spe'rou
鷓,pa`rtre@dz'
鷗,si:gal
鷥,e'gre@t
鷹,ho`k
鷺,he're@n
鸚,pe're@t
鸞,i'mpi'ri:e@l
鹹,so`lti:
鹼,a'lke@lain
鹽,so`lt
鹿,di'r
麂,spi:s'i:z
麋,reindi'r
麒,dz'i:nye@s
麗,lavli:
麓,fu't
麝,mask
麟,dz'i:nye@s
麥,wi:t
麩,lait
麴,yi:st
麵,flauer
麻,he'mp
麼,roup
麾,ke@ma'nd
黃,ye'lou
黍,mi'le@t
黎,da`rk
黏,sti'ki:
黑,bla'k
墨,me'kse@kou
默,saile@nt
黔,bla'k
點,point
黜,dro`
黝,bla'k
黛,bla'ke@nd
黠,kra'fti:
黨,pa`rti:
黯,bla'k
黴,mould
黷,meik
鼇,greit
鼎,t&ri:
鼓,dram
鼕,bi:ti'ng
鼙,dram
鼠,ra't
鼬,wi:ze@l
鼴,kaind
鼻,nouz
鼾,sno`ri'ng
齊,e@laik
齋,ru:m
齒,tu:t&
齟,e@ni:ve@n
齣,se'ks'e@n
齡,eidz'
齜,
齦,gamz
齬,i're'gye@ler
齪,greiti'ng
齷,fre'tfe@l
齲,ka've@ti:
龍,dra'ge@n
龔,gi'v
龜,terte@l
